episode;event_index;event_start_step;event_start_t_idx;epsilon_band_w;event_threshold_w;persistence_window_steps;recovery_step;recovery_time_steps;recovery_time_hours;peak_abs_e_after_event
2;3;15,000000;15,000000;3000,000000;6000,000000;6,000000;29,000000;14,000000;14,000000;108399,147697
2;4;17,000000;17,000000;3000,000000;6000,000000;6,000000;29,000000;12,000000;12,000000;108399,147697
2;5;21,000000;21,000000;3000,000000;6000,000000;6,000000;29,000000;8,000000;8,000000;108399,147697
2;6;23,000000;23,000000;3000,000000;6000,000000;6,000000;29,000000;6,000000;6,000000;108399,147697
2;7;26,000000;26,000000;3000,000000;6000,000000;6,000000;29,000000;3,000000;3,000000;108399,147697
2;8;35,000000;35,000000;3000,000000;6000,000000;6,000000;;;;108399,147697
2;9;39,000000;39,000000;3000,000000;6000,000000;6,000000;;;;108399,147697
2;10;44,000000;44,000000;3000,000000;6000,000000;6,000000;;;;108399,147697
2;11;46,000000;46,000000;3000,000000;6000,000000;6,000000;;;;108399,147697
2;12;51,000000;51,000000;3000,000000;6000,000000;6,000000;;;;108399,147697
2;13;55,000000;55,000000;3000,000000;6000,000000;6,000000;;;;108399,147697
2;14;60,000000;60,000000;3000,000000;6000,000000;6,000000;;;;108399,147697
2;15;64,000000;64,000000;3000,000000;6000,000000;6,000000;;;;108399,147697
2;16;66,000000;66,000000;3000,000000;6000,000000;6,000000;;;;86921,654854
2;17;68,000000;68,000000;3000,000000;6000,000000;6,000000;;;;86921,654854
2;18;71,000000;71,000000;3000,000000;6000,000000;6,000000;;;;86921,654854
2;19;78,000000;78,000000;3000,000000;6000,000000;6,000000;;;;86921,654854
2;20;82,000000;82,000000;3000,000000;6000,000000;6,000000;;;;86921,654854
2;21;86,000000;86,000000;3000,000000;6000,000000;6,000000;;;;86921,654854
2;22;92,000000;92,000000;3000,000000;6000,000000;6,000000;;;;22732,216259
3;0;0,000000;0,000000;3000,000000;6000,000000;6,000000;28,000000;28,000000;28,000000;110184,412712
3;1;6,000000;6,000000;3000,000000;6000,000000;6,000000;28,000000;22,000000;22,000000;110184,412712
3;2;9,000000;9,000000;3000,000000;6000,000000;6,000000;28,000000;19,000000;19,000000;110184,412712
3;3;12,000000;12,000000;3000,000000;6000,000000;6,000000;28,000000;16,000000;16,000000;110184,412712
3;4;17,000000;17,000000;3000,000000;6000,000000;6,000000;28,000000;11,000000;11,000000;110184,412712
3;5;21,000000;21,000000;3000,000000;6000,000000;6,000000;28,000000;7,000000;7,000000;110184,412712
3;6;24,000000;24,000000;3000,000000;6000,000000;6,000000;28,000000;4,000000;4,000000;110184,412712
3;7;27,000000;27,000000;3000,000000;6000,000000;6,000000;28,000000;1,000000;1,000000;110184,412712
3;8;35,000000;35,000000;3000,000000;6000,000000;6,000000;77,000000;42,000000;42,000000;110184,412712
3;9;39,000000;39,000000;3000,000000;6000,000000;6,000000;77,000000;38,000000;38,000000;110184,412712
3;10;42,000000;42,000000;3000,000000;6000,000000;6,000000;77,000000;35,000000;35,000000;110184,412712
3;11;46,000000;46,000000;3000,000000;6000,000000;6,000000;77,000000;31,000000;31,000000;110184,412712
3;12;49,000000;49,000000;3000,000000;6000,000000;6,000000;77,000000;28,000000;28,000000;110184,412712
3;13;51,000000;51,000000;3000,000000;6000,000000;6,000000;77,000000;26,000000;26,000000;110184,412712
3;14;53,000000;53,000000;3000,000000;6000,000000;6,000000;77,000000;24,000000;24,000000;110184,412712
3;15;56,000000;56,000000;3000,000000;6000,000000;6,000000;77,000000;21,000000;21,000000;110184,412712
3;16;59,000000;59,000000;3000,000000;6000,000000;6,000000;77,000000;18,000000;18,000000;68897,815335
3;17;65,000000;65,000000;3000,000000;6000,000000;6,000000;77,000000;12,000000;12,000000;68897,815335
3;18;67,000000;67,000000;3000,000000;6000,000000;6,000000;77,000000;10,000000;10,000000;68897,815335
3;19;75,000000;75,000000;3000,000000;6000,000000;6,000000;77,000000;2,000000;2,000000;68897,815335
3;20;83,000000;83,000000;3000,000000;6000,000000;6,000000;;;;59737,880187
3;21;89,000000;89,000000;3000,000000;6000,000000;6,000000;;;;59737,880187
3;22;92,000000;92,000000;3000,000000;6000,000000;6,000000;;;;23838,284445
4;0;3,000000;3,000000;3000,000000;6000,000000;6,000000;27,000000;24,000000;24,000000;102029,009315
4;1;6,000000;6,000000;3000,000000;6000,000000;6,000000;27,000000;21,000000;21,000000;102029,009315
4;2;8,000000;8,000000;3000,000000;6000,000000;6,000000;27,000000;19,000000;19,000000;102029,009315
4;3;10,000000;10,000000;3000,000000;6000,000000;6,000000;27,000000;17,000000;17,000000;102029,009315
4;4;16,000000;16,000000;3000,000000;6000,000000;6,000000;27,000000;11,000000;11,000000;102029,009315
4;5;18,000000;18,000000;3000,000000;6000,000000;6,000000;27,000000;9,000000;9,000000;102029,009315
4;6;20,000000;20,000000;3000,000000;6000,000000;6,000000;27,000000;7,000000;7,000000;102029,009315
4;7;24,000000;24,000000;3000,000000;6000,000000;6,000000;27,000000;3,000000;3,000000;102029,009315
4;8;36,000000;36,000000;3000,000000;6000,000000;6,000000;89,000000;53,000000;53,000000;102029,009315
4;9;44,000000;44,000000;3000,000000;6000,000000;6,000000;89,000000;45,000000;45,000000;102029,009315
4;10;48,000000;48,000000;3000,000000;6000,000000;6,000000;89,000000;41,000000;41,000000;102029,009315
4;11;51,000000;51,000000;3000,000000;6000,000000;6,000000;89,000000;38,000000;38,000000;102029,009315
4;12;54,000000;54,000000;3000,000000;6000,000000;6,000000;89,000000;35,000000;35,000000;102029,009315
4;13;57,000000;57,000000;3000,000000;6000,000000;6,000000;89,000000;32,000000;32,000000;102029,009315
4;14;63,000000;63,000000;3000,000000;6000,000000;6,000000;89,000000;26,000000;26,000000;102029,009315
4;15;67,000000;67,000000;3000,000000;6000,000000;6,000000;89,000000;22,000000;22,000000;102029,009315
4;16;72,000000;72,000000;3000,000000;6000,000000;6,000000;89,000000;17,000000;17,000000;102029,009315
4;17;75,000000;75,000000;3000,000000;6000,000000;6,000000;89,000000;14,000000;14,000000;102029,009315
4;18;78,000000;78,000000;3000,000000;6000,000000;6,000000;89,000000;11,000000;11,000000;102029,009315
4;19;84,000000;84,000000;3000,000000;6000,000000;6,000000;89,000000;5,000000;5,000000;102029,009315
4;20;86,000000;86,000000;3000,000000;6000,000000;6,000000;89,000000;3,000000;3,000000;57811,329809
5;0;3,000000;3,000000;3000,000000;6000,000000;6,000000;16,000000;13,000000;13,000000;118124,825324
5;1;5,000000;5,000000;3000,000000;6000,000000;6,000000;16,000000;11,000000;11,000000;118124,825324
5;2;7,000000;7,000000;3000,000000;6000,000000;6,000000;16,000000;9,000000;9,000000;118124,825324
5;3;15,000000;15,000000;3000,000000;6000,000000;6,000000;16,000000;1,000000;1,000000;118124,825324
5;4;22,000000;22,000000;3000,000000;6000,000000;6,000000;62,000000;40,000000;40,000000;118124,825324
5;5;25,000000;25,000000;3000,000000;6000,000000;6,000000;62,000000;37,000000;37,000000;118124,825324
5;6;30,000000;30,000000;3000,000000;6000,000000;6,000000;62,000000;32,000000;32,000000;118124,825324
5;7;32,000000;32,000000;3000,000000;6000,000000;6,000000;62,000000;30,000000;30,000000;118124,825324
5;8;34,000000;34,000000;3000,000000;6000,000000;6,000000;62,000000;28,000000;28,000000;118124,825324
5;9;39,000000;39,000000;3000,000000;6000,000000;6,000000;62,000000;23,000000;23,000000;118124,825324
5;10;41,000000;41,000000;3000,000000;6000,000000;6,000000;62,000000;21,000000;21,000000;118124,825324
5;11;44,000000;44,000000;3000,000000;6000,000000;6,000000;62,000000;18,000000;18,000000;118124,825324
5;12;48,000000;48,000000;3000,000000;6000,000000;6,000000;62,000000;14,000000;14,000000;118124,825324
5;13;51,000000;51,000000;3000,000000;6000,000000;6,000000;62,000000;11,000000;11,000000;117222,219438
5;14;55,000000;55,000000;3000,000000;6000,000000;6,000000;62,000000;7,000000;7,000000;117222,219438
5;15;58,000000;58,000000;3000,000000;6000,000000;6,000000;62,000000;4,000000;4,000000;117222,219438
5;16;61,000000;61,000000;3000,000000;6000,000000;6,000000;62,000000;1,000000;1,000000;117222,219438
5;17;68,000000;68,000000;3000,000000;6000,000000;6,000000;;;;117222,219438
5;18;71,000000;71,000000;3000,000000;6000,000000;6,000000;;;;117222,219438
5;19;74,000000;74,000000;3000,000000;6000,000000;6,000000;;;;117222,219438
5;20;77,000000;77,000000;3000,000000;6000,000000;6,000000;;;;81061,076628
5;21;83,000000;83,000000;3000,000000;6000,000000;6,000000;;;;81061,076628
5;22;89,000000;89,000000;3000,000000;6000,000000;6,000000;;;;56661,599168
5;23;92,000000;92,000000;3000,000000;6000,000000;6,000000;;;;56661,599168
5;24;94,000000;94,000000;3000,000000;6000,000000;6,000000;;;;32495,463831
6;0;0,000000;0,000000;3000,000000;6000,000000;6,000000;65,000000;65,000000;65,000000;88229,663497
6;1;4,000000;4,000000;3000,000000;6000,000000;6,000000;65,000000;61,000000;61,000000;88229,663497
6;2;10,000000;10,000000;3000,000000;6000,000000;6,000000;65,000000;55,000000;55,000000;88229,663497
6;3;14,000000;14,000000;3000,000000;6000,000000;6,000000;65,000000;51,000000;51,000000;88229,663497
6;4;16,000000;16,000000;3000,000000;6000,000000;6,000000;65,000000;49,000000;49,000000;88229,663497
6;5;20,000000;20,000000;3000,000000;6000,000000;6,000000;65,000000;45,000000;45,000000;88229,663497
6;6;26,000000;26,000000;3000,000000;6000,000000;6,000000;65,000000;39,000000;39,000000;88229,663497
6;7;29,000000;29,000000;3000,000000;6000,000000;6,000000;65,000000;36,000000;36,000000;88229,663497
6;8;31,000000;31,000000;3000,000000;6000,000000;6,000000;65,000000;34,000000;34,000000;88229,663497
6;9;34,000000;34,000000;3000,000000;6000,000000;6,000000;65,000000;31,000000;31,000000;88229,663497
6;10;37,000000;37,000000;3000,000000;6000,000000;6,000000;65,000000;28,000000;28,000000;81345,727284
6;11;42,000000;42,000000;3000,000000;6000,000000;6,000000;65,000000;23,000000;23,000000;81345,727284
6;12;47,000000;47,000000;3000,000000;6000,000000;6,000000;65,000000;18,000000;18,000000;81345,727284
6;13;53,000000;53,000000;3000,000000;6000,000000;6,000000;65,000000;12,000000;12,000000;56004,536199
6;14;56,000000;56,000000;3000,000000;6000,000000;6,000000;65,000000;9,000000;9,000000;56004,536199
6;15;60,000000;60,000000;3000,000000;6000,000000;6,000000;65,000000;5,000000;5,000000;52155,020817
6;16;64,000000;64,000000;3000,000000;6000,000000;6,000000;65,000000;1,000000;1,000000;52155,020817
6;17;77,000000;77,000000;3000,000000;6000,000000;6,000000;;;;52155,020817
6;18;83,000000;83,000000;3000,000000;6000,000000;6,000000;;;;30772,441965
6;19;89,000000;89,000000;3000,000000;6000,000000;6,000000;;;;16556,491988
6;20;92,000000;92,000000;3000,000000;6000,000000;6,000000;;;;13232,891218
7;0;5,000000;5,000000;3000,000000;6000,000000;6,000000;87,000000;82,000000;82,000000;91196,992859
7;1;7,000000;7,000000;3000,000000;6000,000000;6,000000;87,000000;80,000000;80,000000;91196,992859
7;2;11,000000;11,000000;3000,000000;6000,000000;6,000000;87,000000;76,000000;76,000000;91196,992859
7;3;16,000000;16,000000;3000,000000;6000,000000;6,000000;87,000000;71,000000;71,000000;91196,992859
7;4;19,000000;19,000000;3000,000000;6000,000000;6,000000;87,000000;68,000000;68,000000;91196,992859
7;5;21,000000;21,000000;3000,000000;6000,000000;6,000000;87,000000;66,000000;66,000000;91196,992859
7;6;25,000000;25,000000;3000,000000;6000,000000;6,000000;87,000000;62,000000;62,000000;91196,992859
7;7;28,000000;28,000000;3000,000000;6000,000000;6,000000;87,000000;59,000000;59,000000;57552,642457
7;8;30,000000;30,000000;3000,000000;6000,000000;6,000000;87,000000;57,000000;57,000000;57552,642457
7;9;34,000000;34,000000;3000,000000;6000,000000;6,000000;87,000000;53,000000;53,000000;56204,045816
7;10;38,000000;38,000000;3000,000000;6000,000000;6,000000;87,000000;49,000000;49,000000;56204,045816
7;11;42,000000;42,000000;3000,000000;6000,000000;6,000000;87,000000;45,000000;45,000000;56204,045816
7;12;45,000000;45,000000;3000,000000;6000,000000;6,000000;87,000000;42,000000;42,000000;56204,045816
7;13;50,000000;50,000000;3000,000000;6000,000000;6,000000;87,000000;37,000000;37,000000;55193,088139
7;14;55,000000;55,000000;3000,000000;6000,000000;6,000000;87,000000;32,000000;32,000000;55193,088139
7;15;58,000000;58,000000;3000,000000;6000,000000;6,000000;87,000000;29,000000;29,000000;55193,088139
7;16;60,000000;60,000000;3000,000000;6000,000000;6,000000;87,000000;27,000000;27,000000;55193,088139
7;17;66,000000;66,000000;3000,000000;6000,000000;6,000000;87,000000;21,000000;21,000000;55193,088139
7;18;70,000000;70,000000;3000,000000;6000,000000;6,000000;87,000000;17,000000;17,000000;55193,088139
7;19;72,000000;72,000000;3000,000000;6000,000000;6,000000;87,000000;15,000000;15,000000;47662,539968
7;20;78,000000;78,000000;3000,000000;6000,000000;6,000000;87,000000;9,000000;9,000000;47662,539968
7;21;86,000000;86,000000;3000,000000;6000,000000;6,000000;87,000000;1,000000;1,000000;26162,376223
7;22;93,000000;93,000000;3000,000000;6000,000000;6,000000;;;;26162,376223
8;0;2,000000;2,000000;3000,000000;6000,000000;6,000000;51,000000;49,000000;49,000000;102904,125380
8;1;5,000000;5,000000;3000,000000;6000,000000;6,000000;51,000000;46,000000;46,000000;102904,125380
8;2;8,000000;8,000000;3000,000000;6000,000000;6,000000;51,000000;43,000000;43,000000;102904,125380
8;3;10,000000;10,000000;3000,000000;6000,000000;6,000000;51,000000;41,000000;41,000000;102904,125380
8;4;13,000000;13,000000;3000,000000;6000,000000;6,000000;51,000000;38,000000;38,000000;102904,125380
8;5;18,000000;18,000000;3000,000000;6000,000000;6,000000;51,000000;33,000000;33,000000;102904,125380
8;6;20,000000;20,000000;3000,000000;6000,000000;6,000000;51,000000;31,000000;31,000000;102904,125380
8;7;25,000000;25,000000;3000,000000;6000,000000;6,000000;51,000000;26,000000;26,000000;102904,125380
8;8;29,000000;29,000000;3000,000000;6000,000000;6,000000;51,000000;22,000000;22,000000;102904,125380
8;9;32,000000;32,000000;3000,000000;6000,000000;6,000000;51,000000;19,000000;19,000000;102904,125380
8;10;36,000000;36,000000;3000,000000;6000,000000;6,000000;51,000000;15,000000;15,000000;102904,125380
8;11;46,000000;46,000000;3000,000000;6000,000000;6,000000;51,000000;5,000000;5,000000;102904,125380
8;12;49,000000;49,000000;3000,000000;6000,000000;6,000000;51,000000;2,000000;2,000000;102904,125380
8;13;57,000000;57,000000;3000,000000;6000,000000;6,000000;66,000000;9,000000;9,000000;102904,125380
8;14;59,000000;59,000000;3000,000000;6000,000000;6,000000;66,000000;7,000000;7,000000;102904,125380
8;15;65,000000;65,000000;3000,000000;6000,000000;6,000000;66,000000;1,000000;1,000000;102904,125380
8;16;72,000000;72,000000;3000,000000;6000,000000;6,000000;;;;102904,125380
8;17;75,000000;75,000000;3000,000000;6000,000000;6,000000;;;;102904,125380
8;18;77,000000;77,000000;3000,000000;6000,000000;6,000000;;;;102904,125380
8;19;82,000000;82,000000;3000,000000;6000,000000;6,000000;;;;102904,125380
8;20;86,000000;86,000000;3000,000000;6000,000000;6,000000;;;;102904,125380
8;21;90,000000;90,000000;3000,000000;6000,000000;6,000000;;;;25801,374131
9;0;4,000000;4,000000;3000,000000;6000,000000;6,000000;72,000000;68,000000;68,000000;111902,236784
9;1;7,000000;7,000000;3000,000000;6000,000000;6,000000;72,000000;65,000000;65,000000;111902,236784
9;2;11,000000;11,000000;3000,000000;6000,000000;6,000000;72,000000;61,000000;61,000000;111902,236784
9;3;15,000000;15,000000;3000,000000;6000,000000;6,000000;72,000000;57,000000;57,000000;111902,236784
9;4;17,000000;17,000000;3000,000000;6000,000000;6,000000;72,000000;55,000000;55,000000;111902,236784
9;5;20,000000;20,000000;3000,000000;6000,000000;6,000000;72,000000;52,000000;52,000000;111902,236784
9;6;23,000000;23,000000;3000,000000;6000,000000;6,000000;72,000000;49,000000;49,000000;111902,236784
9;7;25,000000;25,000000;3000,000000;6000,000000;6,000000;72,000000;47,000000;47,000000;111902,236784
9;8;31,000000;31,000000;3000,000000;6000,000000;6,000000;72,000000;41,000000;41,000000;111902,236784
9;9;33,000000;33,000000;3000,000000;6000,000000;6,000000;72,000000;39,000000;39,000000;111902,236784
9;10;35,000000;35,000000;3000,000000;6000,000000;6,000000;72,000000;37,000000;37,000000;111902,236784
9;11;38,000000;38,000000;3000,000000;6000,000000;6,000000;72,000000;34,000000;34,000000;111902,236784
9;12;44,000000;44,000000;3000,000000;6000,000000;6,000000;72,000000;28,000000;28,000000;111902,236784
9;13;47,000000;47,000000;3000,000000;6000,000000;6,000000;72,000000;25,000000;25,000000;111902,236784
9;14;50,000000;50,000000;3000,000000;6000,000000;6,000000;72,000000;22,000000;22,000000;111902,236784
9;15;53,000000;53,000000;3000,000000;6000,000000;6,000000;72,000000;19,000000;19,000000;111902,236784
9;16;56,000000;56,000000;3000,000000;6000,000000;6,000000;72,000000;16,000000;16,000000;111902,236784
9;17;61,000000;61,000000;3000,000000;6000,000000;6,000000;72,000000;11,000000;11,000000;111902,236784
9;18;63,000000;63,000000;3000,000000;6000,000000;6,000000;72,000000;9,000000;9,000000;111902,236784
9;19;66,000000;66,000000;3000,000000;6000,000000;6,000000;72,000000;6,000000;6,000000;66013,901640
9;20;70,000000;70,000000;3000,000000;6000,000000;6,000000;72,000000;2,000000;2,000000;54616,343917
9;21;82,000000;82,000000;3000,000000;6000,000000;6,000000;;;;54616,343917
9;22;89,000000;89,000000;3000,000000;6000,000000;6,000000;;;;39502,860987
9;23;92,000000;92,000000;3000,000000;6000,000000;6,000000;;;;24626,286048
9;24;94,000000;94,000000;3000,000000;6000,000000;6,000000;;;;23557,216366
10;0;1,000000;1,000000;3000,000000;6000,000000;6,000000;16,000000;15,000000;15,000000;90703,044404
10;1;3,000000;3,000000;3000,000000;6000,000000;6,000000;16,000000;13,000000;13,000000;90703,044404
10;2;8,000000;8,000000;3000,000000;6000,000000;6,000000;16,000000;8,000000;8,000000;90703,044404
10;3;11,000000;11,000000;3000,000000;6000,000000;6,000000;16,000000;5,000000;5,000000;90703,044404
10;4;13,000000;13,000000;3000,000000;6000,000000;6,000000;16,000000;3,000000;3,000000;90703,044404
10;5;22,000000;22,000000;3000,000000;6000,000000;6,000000;29,000000;7,000000;7,000000;90703,044404
10;6;25,000000;25,000000;3000,000000;6000,000000;6,000000;29,000000;4,000000;4,000000;90703,044404
10;7;28,000000;28,000000;3000,000000;6000,000000;6,000000;29,000000;1,000000;1,000000;90703,044404
10;8;37,000000;37,000000;3000,000000;6000,000000;6,000000;;;;90703,044404
10;9;39,000000;39,000000;3000,000000;6000,000000;6,000000;;;;90703,044404
10;10;45,000000;45,000000;3000,000000;6000,000000;6,000000;;;;90703,044404
10;11;49,000000;49,000000;3000,000000;6000,000000;6,000000;;;;90703,044404
10;12;52,000000;52,000000;3000,000000;6000,000000;6,000000;;;;90703,044404
10;13;57,000000;57,000000;3000,000000;6000,000000;6,000000;;;;90703,044404
10;14;62,000000;62,000000;3000,000000;6000,000000;6,000000;;;;90703,044404
10;15;66,000000;66,000000;3000,000000;6000,000000;6,000000;;;;90703,044404
10;16;68,000000;68,000000;3000,000000;6000,000000;6,000000;;;;90703,044404
10;17;72,000000;72,000000;3000,000000;6000,000000;6,000000;;;;90703,044404
10;18;75,000000;75,000000;3000,000000;6000,000000;6,000000;;;;90703,044404
10;19;81,000000;81,000000;3000,000000;6000,000000;6,000000;;;;90703,044404
10;20;85,000000;85,000000;3000,000000;6000,000000;6,000000;;;;90703,044404
10;21;89,000000;89,000000;3000,000000;6000,000000;6,000000;;;;90703,044404
10;22;93,000000;93,000000;3000,000000;6000,000000;6,000000;;;;61201,698434
11;0;4,000000;4,000000;3000,000000;6000,000000;6,000000;5,000000;1,000000;1,000000;120000,000000
11;1;13,000000;13,000000;3000,000000;6000,000000;6,000000;16,000000;3,000000;3,000000;120000,000000
11;2;15,000000;15,000000;3000,000000;6000,000000;6,000000;16,000000;1,000000;1,000000;120000,000000
11;3;23,000000;23,000000;3000,000000;6000,000000;6,000000;;;;120000,000000
11;4;27,000000;27,000000;3000,000000;6000,000000;6,000000;;;;120000,000000
11;5;34,000000;34,000000;3000,000000;6000,000000;6,000000;;;;120000,000000
11;6;37,000000;37,000000;3000,000000;6000,000000;6,000000;;;;120000,000000
11;7;41,000000;41,000000;3000,000000;6000,000000;6,000000;;;;120000,000000
11;8;48,000000;48,000000;3000,000000;6000,000000;6,000000;;;;120000,000000
11;9;52,000000;52,000000;3000,000000;6000,000000;6,000000;;;;120000,000000
11;10;54,000000;54,000000;3000,000000;6000,000000;6,000000;;;;120000,000000
11;11;59,000000;59,000000;3000,000000;6000,000000;6,000000;;;;120000,000000
11;12;65,000000;65,000000;3000,000000;6000,000000;6,000000;;;;120000,000000
11;13;67,000000;67,000000;3000,000000;6000,000000;6,000000;;;;101222,839142
11;14;69,000000;69,000000;3000,000000;6000,000000;6,000000;;;;101222,839142
11;15;74,000000;74,000000;3000,000000;6000,000000;6,000000;;;;101222,839142
11;16;76,000000;76,000000;3000,000000;6000,000000;6,000000;;;;101222,839142
11;17;78,000000;78,000000;3000,000000;6000,000000;6,000000;;;;101222,839142
11;18;83,000000;83,000000;3000,000000;6000,000000;6,000000;;;;101222,839142
11;19;86,000000;86,000000;3000,000000;6000,000000;6,000000;;;;101222,839142
11;20;89,000000;89,000000;3000,000000;6000,000000;6,000000;;;;101222,839142
11;21;91,000000;91,000000;3000,000000;6000,000000;6,000000;;;;51973,619934
11;22;93,000000;93,000000;3000,000000;6000,000000;6,000000;;;;9792,796617
12;0;0,000000;0,000000;3000,000000;6000,000000;6,000000;34,000000;34,000000;34,000000;98352,014274
12;1;2,000000;2,000000;3000,000000;6000,000000;6,000000;34,000000;32,000000;32,000000;98352,014274
12;2;4,000000;4,000000;3000,000000;6000,000000;6,000000;34,000000;30,000000;30,000000;98352,014274
12;3;8,000000;8,000000;3000,000000;6000,000000;6,000000;34,000000;26,000000;26,000000;98352,014274
12;4;10,000000;10,000000;3000,000000;6000,000000;6,000000;34,000000;24,000000;24,000000;98352,014274
12;5;16,000000;16,000000;3000,000000;6000,000000;6,000000;34,000000;18,000000;18,000000;98352,014274
12;6;20,000000;20,000000;3000,000000;6000,000000;6,000000;34,000000;14,000000;14,000000;98352,014274
12;7;24,000000;24,000000;3000,000000;6000,000000;6,000000;34,000000;10,000000;10,000000;98352,014274
12;8;27,000000;27,000000;3000,000000;6000,000000;6,000000;34,000000;7,000000;7,000000;98352,014274
12;9;29,000000;29,000000;3000,000000;6000,000000;6,000000;34,000000;5,000000;5,000000;98352,014274
12;10;33,000000;33,000000;3000,000000;6000,000000;6,000000;34,000000;1,000000;1,000000;98352,014274
12;11;45,000000;45,000000;3000,000000;6000,000000;6,000000;64,000000;19,000000;19,000000;98352,014274
